ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
4532,41992,,คลินิกเวชกรรมลาดปลาเค้า 37,,จรเข้บัว,เขตลาดพร้าว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4533,41993,,ศิริมาราคลินิกเวชกรรม,,สามเสนใน,เขตพญาไท,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4535,41995,,คลินิกเวชกรรมเอมมิตรการแพทย์,,สมเด็จเจ้าพระยา,เขตคลองสาน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4537,41997,,สุขสบายคลินิกเวชกรรม,,ดินแดง,เขตดินแดง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4538,42000,,สรงประภา 26 คลินิกเวชกรรม,,สีกัน,เขตดอนเมือง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4539,42001,,คลินิกเวชกรรมตลาดปัฐวิกรณ์,,คลองกุ่ม,เขตบึงกุ่ม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4540,42002,,คลินิกเวชกรรมรามคำแหง 39,,วังทองหลาง,เขตวังทองหลาง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4541,42003,,ธนภัทรคลินิกกายภาพบำบัด,,พลับพลา,เขตวังทองหลาง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4542,42004,,กนกคลินิกกายภาพบำบัด,,ทุ่งสองห้อง,เขตหลักสี่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4544,42006,,เกียรติการแพทย์คลินิกเวชกรรม สาขาพหลฯ 58,,สายไหม,เขตสายไหม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4545,42007,,เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,,ทุ่งสองห้อง,เขตหลักสี่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4546,42008,,เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,,ทุ่งสองห้อง,เขตหลักสี่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4547,42009,,เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,,ทุ่งสองห้อง,เขตหลักสี่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4548,42010,,คลินิกทันตกรรมบางขุนศรีทันตแพทย์,,บางขุนศรี,เขตบางกอกน้อย,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4550,42013,,ราชเทวีการแพทย์คลินิกเวชกรรม,,ถนนเพชรบุรี,เขตราชเทวี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4551,42014,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 16,,บางมด,เขตทุ่งครุ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4552,42017,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 14,,บางบอน,เขตบางบอน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4553,42018,,รุ่งอรุณคลินิกเวชกรรม,,อนุสาวรีย์,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4555,42020,,คลินิกทันตกรรมคู้ซ้ายร่วมใจ,,ทรายกองดินใต้,เขตคลองสามวา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4557,42024,,ประดิพัทธ์ 3 คลินิกเวชกรรม,,สามเสนใน,เขตพญาไท,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4558,42026,,รวมแพทย์บางชันสหคลินิก,,บางชัน,เขตคลองสามวา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4561,42030,,ภาคภูมิคลินิกเวชกรรม,,สายไหม,เขตสายไหม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4563,42032,,คลินิกเวชกรรมแพทย์ศรีนุช,,สวนหลวง,เขตสวนหลวง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4564,42033,,คลินิกเวชกรรมแพทย์พัฒนาการ 13,,สวนหลวง,เขตสวนหลวง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4565,42034,,คลินิกเวชกรรมศรีนครินทร์ 40,,หนองบอน,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4567,42036,,คลินิกเวชกรรมห่วงใย,,ยานนาวา,เขตสาทร,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4569,42038,,บางยี่เรือธนบุรีสหคลินิก,,บางยี่เรือ,เขตธนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4570,42039,,จรัญสนิทวงศ์คลินิกเวชกรรม,,วัดท่าพระ,เขตบางกอกใหญ่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4571,42040,,คลินิกเวชกรรมเสนา 88,,นวลจันทร์,เขตบึงกุ่ม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4572,42043,,เคสหคลินิก สาขาสุขุมวิท 93,,บางจาก,เขตพระโขนง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4573,42044,,เคสหคลินิก,,คลองเตยเหนือ,เขตวัฒนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4574,42045,,เคคลินิกเวชกรรม สาขาสุภาพงษ์ 3,,หนองบอน,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4580,42052,,เฮลท์แคร์คลินิกเวชกรรม,,คู้ฝั่งเหนือ,เขตหนองจอก,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4584,42056,,พุทธานุภาพคลินิกเวชกรรม,,จรเข้บัว,เขตลาดพร้าว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4585,42059,,คลินิกเวชกรรมบ้านสัมพันธ์,,รามอินทรา,เขตคันนายาว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4589,42063,,พรหมธาดาคลินิกเวชกรรม,,หนองค้างพลู,เขตหนองแขม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4590,42064,,พรหมธาดาคลินิกเวชกรรม สาขาวงศกร,,สายไหม,เขตสายไหม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4592,42068,,คลินิกเวชกรรมภัสสรินทร์,,ประเวศ,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4593,42069,,คลินิกเวชกรรมรินทร์นภัส,,บางนา,เขตบางนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4594,42070,,คลินิกเวชกรรมพหลโยธิน 48/1,,อนุสาวรีย์,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4596,42072,,คลินิกเวชกรรมพราวด์จันทร์ วิภาวดี 60,,ตลาดบางเขน,เขตหลักสี่,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4597,42073,,คลินิกเวชกรรมฐิติญา รามคำแหง 36/1,,หัวหมาก,เขตบางกะปิ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4598,42074,,คลินิกเวชกรรมพราวด์จันทร์ รามคำแหง 53,,วังทองหลาง,เขตบางกะปิ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4599,42075,,คลินิกเวชกรรมฐิติญา ลาดพร้าว 122,,วังทองหลาง,เขตวังทองหลาง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4600,42076,,นวรักษ์คลินิกเวชกรรม,,รามอินทรา,เขตคันนายาว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4602,42078,,สะพานเชื่อมบุญคลินิกเวชกรรม,,ราษฎร์พัฒนา,เขตสะพานสูง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4603,42079,,คลินิกเวชกรรมเฉลิมเวช,,หนองบอน,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4605,42085,,รามคำแหง 2 คลินิกเวชกรรม,,ดอกไม้,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4606,42087,,ธนาสิริสหคลินิก,,ตลิ่งชัน,เขตตลิ่งชัน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4607,42089,,เคคลินิกเวชกรรม,,สีลม,เขตบางรัก,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4608,42090,,เคคลินิกเวชกรรม สาขาราม 2,,ดอกไม้,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4609,42093,,คลินิกเวชกรรมแพทย์อ่อนนุช 44,,อ่อนนุช,เขตสวนหลวง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4610,42094,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 4,,จอมทอง,เขตจอมทอง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4611,42095,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 7,,สายไหม,เขตสายไหม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4612,42096,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 3,,บางยี่ขัน,เขตบางพลัด,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4613,42097,,สรรธนาสหคลินิก,,ทุ่งครุ,เขตทุ่งครุ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4616,42103,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตลาดกระบัง,,แสนแสบ,เขตมีนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4617,42104,,สหคลินิกการไฟฟ้านครหลวงเขตวัดเลียบ,,วังบูรพาภิรมย์,เขตพระนคร,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4618,42105,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตยานนาวา,,บางคอแหลม,เขตบางคอแหลม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4619,42106,,สหคลินิกการไฟฟ้านครหลวงเพลินจิต,,ลุมพินี,เขตปทุมวัน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4620,42107,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตบางเขน,,อนุสาวรีย์,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4621,42108,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตบางขุนเทียน,,แสมดำ,เขตบางขุนเทียน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4622,42109,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตบางกะปิ,,สวนหลวง,เขตสวนหลวง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4623,42110,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตธนบุรี,,บ้านช่างหล่อ,เขตบางกอกน้อย,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4624,42111,,สหคลินิกการไฟฟ้านครหลวงเขตคลองเตย,,คลองเตย,เขตคลองเตย,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4625,42112,,คลินิกเวชกรรมการไฟฟ้านครหลวงเขตราษฎร์บูรณะ,,ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกระทรวงมหาดไทย / สำนักงานตำรวจแห่งชาติ
4627,42119,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 2,,รัชดาภิเษก,เขตดินแดง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4628,42120,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 6/1,,อนุสาวรีย์,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4630,42127,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 10,,มีนบุรี,เขตมีนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4631,42129,,พริบตาแทนเจอรีนสหคลินิก,,ปทุมวัน,เขตปทุมวัน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4632,42130,,คลินิกเวชกรรม ที เอส รามคำแหง 42,,หัวหมาก,เขตบางกะปิ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4633,42138,,คลินิกเวชกรรมหมอครอบครัว,,บางบอน,เขตบางบอน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4634,42139,,คลินิกเวชกรรมจันทน์การแพทย์,,ช่องนนทรี,เขตยานนาวา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4636,42142,,คลินิกเวชกรรมเดอะซีพลัส บางนา,,บางนาใต้,เขตบางนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4637,42144,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 8,,วังทองหลาง,เขตวังทองหลาง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4638,42145,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 5,,คลองจั่น,เขตบางกะปิ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4644,42163,,คลินิกเวชกรรมการ์เด้นท์โฮม,,สามวาตะวันออก,เขตคลองสามวา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4647,42168,,คลินิกเวชกรรมบ้านหมอ,,ดาวคะนอง,เขตธนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4648,42169,,ห่วงใยคลินิกเวชกรรม,,บางยี่ขัน,เขตบางพลัด,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4650,42174,,เนวาด้าคลินิกเวชกรรม สาขา 2,,แสมดำ,เขตบางขุนเทียน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4651,42176,,คลินิกเวชกรรมอารีรักษ์ วังหิน,,ลาดพร้าว,เขตลาดพร้าว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4652,42178,,คลินิกการพยาบาลและการผดุงครรภ์ ดีเอ็นเอช,,มีนบุรี,เขตมีนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4653,42179,,สหคลินิกพีเอ็มจีบางขุนเทียน,,บางค้อ,เขตจอมทอง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4656,42183,,โรงพยาบาลอินทรารัตน์โรงพยาบาลทั่วไปขนาดกลาง,,รามอินทรา,เขตคันนายาว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,โรงพยาบาล (เอกชน)
4657,42184,,ธนาวุฒิคลินิกเวชกรรม,,บางบอนเหนือ,เขตบางบอน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4658,42188,,ไทยกัญญา 11 ไทย-จีน สหคลินิก,,บางค้อ,เขตจอมทอง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4660,42190,,คิดนี่เซ่นส์คลินิกเวชกรรม,,บางแวก,เขตภาษีเจริญ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4661,42192,,คลินิกเวชกรรมกล้วยน้ำไท,,ทับช้าง,เขตสะพานสูง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4662,42193,,ร่วมใจรักษ์คลินิกเวชกรรม,,ทรายกองดิน,เขตคลองสามวา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4668,42200,,อุ่นไอรักคลินิกเวชกรรม,,ท่าแร้ง,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4669,42201,,สหคลินิกกล้วยน้ำไท,,ลำปลาทิว,เขตลาดกระบัง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4672,42204,,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 12,,บางจาก,เขตพระโขนง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4673,42205,,โรงพยาบาลเฉพาะทางศัลยกรรมตกแต่งและทันตกรรมขนาดเล็ก เอสแอลซี,,คลองตันเหนือ,เขตวัฒนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,โรงพยาบาล (เอกชน)
4675,42209,,งามวงศ์วานคลินิกเฉพาะทางด้านเวชกรรมไตเทียม,,ลาดยาว,เขตจตุจักร,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4683,42219,,ปุณธดาคลินิกเวชกรรม,,สายไหม,เขตสายไหม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
4684,42220,,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็ก พิม,,แสมดำ,เขตบางขุนเทียน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,โรงพยาบาล (เอกชน)
